model_name,forecast_created_at,target_date,he,bus_id,zone_id,predict_pd
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,ZEN_138KV_1,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,ZEN_1KV_1,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,ZEN_23KV_1,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,ZEN_1KV_2,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,ZEN_23KV_2,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,ZEN_1KV_3,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,ZEN_23KV_3,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,CRS_138KV_1,COAS,5.462922
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,DUN_138KV_1,COAS,97.868545
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,MARKHMTP_69KV_1,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,CLMVLTAP_69KV_1,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,TRESPAL_69KV_1,COAS,0.093825
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,SCR_138KV_1,COAS,21.662422
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,DPO_138KV_1,COAS,35.092325
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,LONETREE_69KV_1,COAS,5.263513
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,TNTEPCOT_69KV_1,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,TNMRTHPT_69KV_1,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,RICEBI_138KV_1,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,RICEBI_69KV_1,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,BNS_138KV_1,COAS,1.615253
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,NOR_138KV_1,COAS,71.644230
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,MLR_138KV_1,COAS,1.349784
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,ARC_138KV_1,COAS,0.000000
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,ARC_138KV_2,COAS,0.000000
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,TNSHELTP_69KV_1,COAS,0.856045
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,RLN_138KV_1,COAS,18.776967
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,TNK_138KV_1,COAS,6.219801
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,PNPI_138KV_1,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,JOR_138KV_1,COAS,29.734408
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,JOR_138KV_2,COAS,24.934353
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,JOR_138KV_3,COAS,11.036276
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,JOR_345KV_1,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,JOR_1KV_1,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,JOR_23KV_1,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,JOR_23KV_2,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,JOR_1KV_2,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,JOR_1KV_3,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,JOR_23KV_3,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,JOR_138KV_4,COAS,7.559333
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,LAN_138KV_1,COAS,5.274928
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,DOC_138KV_1,COAS,13.739369
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,DOC_138KV_2,COAS,5.076250
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,DOC_138KV_3,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,DOC_138KV_4,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,DOC_138KV_5,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,SPW_138KV_1,COAS,110.597662
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,WKR_138KV_1,COAS,46.556224
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,ETP_138KV_1,COAS,62.938747
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,CPCSUB9_138KV_1,COAS,0.000000
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,FRY_138KV_1,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,FRY_138KV_2,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,FRY_138KV_3,COAS,48.739966
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,FRY_138KV_4,COAS,24.009408
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,BUTLR_RD_138KV_1,COAS,17.072994
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,CLMCAVRN_69KV_1,COAS,1.263605
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,BNT_69KV_1,COAS,0.502299
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,BNT_69KV_2,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,COPSUB10_138KV_1,COAS,0.000000
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,RGR_138KV_1,COAS,21.004776
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,MAGILL_138KV_1,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,TENARIS_138KV_1,COAS,15.884968
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,ALK_138KV_1,COAS,61.446987
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,FM524_138KV_1,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,FM524_69KV_1,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,BAC_138KV_1,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,BAC_1KV_1,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,BAC_1KV_2,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,BAC_1KV_3,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,MOR_138KV_1,COAS,0.545967
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,MRE_138KV_1,COAS,33.769377
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,VANHUM_69KV_1,COAS,0.109747
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,TAN_138KV_1,COAS,27.882444
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,TAN_138KV_2,COAS,27.031095
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,TAN_138KV_3,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,TAN_138KV_4,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,CAM_138KV_1,COAS,67.517941
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,VANDRBLT_138KV_1,COAS,19.722571
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,BLY_345KV_1,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,CBECII_345KV_1,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,SHROPSHI_69KV_1,COAS,6.851143
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,STONERSY_138KV_1,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,INV_TAP_138KV_1,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,INV_TAP_138KV_2,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,CPR_138KV_1,COAS,35.526000
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,BUN_138KV_1,COAS,0.409584
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,GENESIS_69KV_1,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,GENSISTF_69KV_1,COAS,0.633175
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,MIRAGE_138KV_1,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,BNM_138KV_1,COAS,13.705836
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,SDY_138KV_1,COAS,5.807584
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,JCK_345KV_1,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,JCK_138KV_1,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,JCK_1KV_1,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,JCK_1KV_2,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,JCK_23KV_1,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,JCK_23KV_2,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,JCK_1KV_3,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,JCK_23KV_3,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,JCK_138KV_2,COAS,2.978957
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,JCK_138KV_3,COAS,5.386261
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,JCK_138KV_4,COAS,4.494688
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,JCK_138KV_5,COAS,5.324000
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,FEGC_138KV_1,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,FEGC_138KV_2,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,CALHOUN_138KV_1,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,OYS_138KV_1,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,CHAMON_138KV_1,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,CTZ_138KV_1,COAS,513.720935
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,LEVEE_138KV_1,COAS,0.000000
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,LEVEE_138KV_2,COAS,0.000000
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,VCR_138KV_1,COAS,31.726766
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,VCR_138KV_2,COAS,23.355333
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,HUD_138KV_1,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,HUD_138KV_2,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,HUD_138KV_3,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,HUD_138KV_4,COAS,0.000000
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,HUD_138KV_5,COAS,0.000000
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,MPLTANKF_138KV_1,COAS,0.128545
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,DER_138KV_1,COAS,0.404377
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,RUPLETP_138KV_1,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,VICTPORT_138KV_1,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,GLO_138KV_1,COAS,41.342766
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,WML_138KV_1,COAS,7.593960
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,RED_138KV_1,COAS,12.910627
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,PAT_138KV_1,COAS,16.462673
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,DAL_138KV_1,COAS,44.476753
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,CWS_138KV_1,COAS,40.494203
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,RUS_138KV_1,COAS,34.858448
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,CORICHI_138KV_1,COAS,0.029857
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,PRK_138KV_1,COAS,0.014229
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,CITYVICT_138KV_1,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,GAR_138KV_1,COAS,20.425487
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,REF_345KV_1,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,PEY_345KV_1,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,RIG_138KV_1,COAS,90.901693
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,HOP_138KV_1,COAS,44.332175
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,CITYVITP_138KV_1,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,PAVLOV_138KV_1,COAS,0.542809
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,ESPERANZ_138KV_1,COAS,35.647545
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,LAK_138KV_1,COAS,34.408787
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,LIM_138KV_1,COAS,27.444864
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,BKE_138KV_1,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,LINVILLE_138KV_1,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,PRXSWNY_138KV_1,COAS,15.302844
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,P66SUB6_69KV_1,COAS,0.000000
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,ATTWATER_138KV_1,COAS,11.841109
historical_profile_pyarrow,2024-12-01 00:01:00,2025-01-01,1,MCK_138KV_1,COAS,1.871799
